"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 28, 1983","119.76","119.76","119.76","119.76","-","0.20%"
"Jan 27, 1983","119.52","119.52","119.52","119.52","-","0.08%"
"Jan 26, 1983","119.42","119.42","119.42","119.42","-","0.08%"
"Jan 25, 1983","119.32","119.32","119.32","119.32","-","-1.23%"
"Jan 24, 1983","120.81","120.81","120.81","120.81","-","1.01%"
"Jan 21, 1983","119.60","119.60","119.60","119.60","-","0.65%"
"Jan 20, 1983","118.83","118.83","118.83","118.83","-","0.24%"
"Jan 19, 1983","118.54","118.54","118.54","118.54","-","0.67%"
"Jan 18, 1983","117.75","117.75","117.75","117.75","-","1.19%"
"Jan 17, 1983","116.37","116.37","116.37","116.37","-","-0.02%"
"Jan 14, 1983","116.39","116.39","116.39","116.39","-","0.39%"
"Jan 13, 1983","115.94","115.94","115.94","115.94","-","-0.63%"
"Jan 12, 1983","116.67","116.67","116.67","116.67","-","0.63%"
"Jan 11, 1983","115.94","115.94","115.94","115.94","-","0.44%"
"Jan 10, 1983","115.43","115.43","115.43","115.43","-","-0.29%"
"Jan 07, 1983","115.76","115.76","115.76","115.76","-","-0.38%"
"Jan 06, 1983","116.20","116.20","116.20","116.20","-","0.19%"
"Jan 05, 1983","115.98","115.98","115.98","115.98","-","-0.46%"
"Jan 04, 1983","116.52","116.52","116.52","116.52","-","-0.38%"
"Jan 03, 1983","116.97","116.97","116.97","116.97","-","-0.33%"
"Dec 31, 1982","117.36","117.36","117.36","117.36","-","-0.47%"
"Dec 30, 1982","117.91","117.91","117.91","117.91","-","0.73%"
"Dec 29, 1982","117.05","117.05","117.05","117.05","-","-0.15%"
"Dec 28, 1982","117.23","117.23","117.23","117.23","-","-0.52%"
"Dec 27, 1982","117.84","117.84","117.84","117.84","-","-0.32%"
"Dec 24, 1982","118.22","118.22","118.22","118.22","-","-0.18%"
"Dec 23, 1982","118.43","118.43","118.43","118.43","-","-0.21%"
"Dec 22, 1982","118.68","118.68","118.68","118.68","-","-0.20%"
"Dec 21, 1982","118.92","118.92","118.92","118.92","-","-0.30%"
"Dec 20, 1982","119.28","119.28","119.28","119.28","-","-0.28%"
"Dec 17, 1982","119.61","119.61","119.61","119.61","-","0.22%"
"Dec 16, 1982","119.35","119.35","119.35","119.35","-","-0.92%"
"Dec 15, 1982","120.46","120.46","120.46","120.46","-","0.40%"
"Dec 14, 1982","119.98","119.98","119.98","119.98","-","-1.21%"
"Dec 13, 1982","121.45","121.45","121.45","121.45","-","0.81%"
"Dec 10, 1982","120.48","120.48","120.48","120.48","-","-0.15%"
"Dec 09, 1982","120.66","120.66","120.66","120.66","-","0.95%"
"Dec 08, 1982","119.53","119.53","119.53","119.53","-","0.14%"
"Dec 07, 1982","119.36","119.36","119.36","119.36","-","-0.27%"
"Dec 06, 1982","119.68","119.68","119.68","119.68","-","0.08%"
"Dec 03, 1982","119.58","119.58","119.58","119.58","-","-0.62%"
"Dec 02, 1982","120.33","120.33","120.33","120.33","-","-0.58%"
"Dec 01, 1982","121.03","121.03","121.03","121.03","-","0.02%"
"Nov 30, 1982","121.00","121.00","121.00","121.00","-","-0.72%"
"Nov 29, 1982","121.88","121.88","121.88","121.88","-","-0.62%"
"Nov 26, 1982","122.64","122.64","122.64","122.64","-","-0.36%"
"Nov 24, 1982","123.08","123.08","123.08","123.08","-","-0.87%"
"Nov 23, 1982","124.16","124.16","124.16","124.16","-","0.27%"
"Nov 22, 1982","123.83","123.83","123.83","123.83","-","0.09%"
"Nov 19, 1982","123.72","123.72","123.72","123.72","-","-0.95%"
"Nov 18, 1982","124.91","124.91","124.91","124.91","-","-0.14%"
"Nov 17, 1982","125.09","125.09","125.09","125.09","-","0.18%"
"Nov 16, 1982","124.86","124.86","124.86","124.86","-","-0.45%"
"Nov 15, 1982","125.42","125.42","125.42","125.42","-","0.00%"
"Nov 12, 1982","125.42","125.42","125.42","125.42","-","0.46%"
"Nov 10, 1982","124.85","124.85","124.85","124.85","-","-0.28%"
"Nov 09, 1982","125.20","125.20","125.20","125.20","-","-0.65%"
"Nov 08, 1982","126.02","126.02","126.02","126.02","-","0.53%"
"Nov 05, 1982","125.36","125.36","125.36","125.36","-","-0.02%"
"Nov 04, 1982","125.38","125.38","125.38","125.38","-","0.70%"
"Nov 03, 1982","124.51","124.51","124.51","124.51","-","0.12%"
"Nov 01, 1982","124.36","124.36","124.36","124.36","-","-0.34%"
"Oct 29, 1982","124.78","124.78","124.78","124.78","-","0.02%"
"Oct 28, 1982","124.76","124.76","124.76","124.76","-","0.57%"
"Oct 27, 1982","124.05","124.05","124.05","124.05","-","-0.10%"
"Oct 26, 1982","124.17","124.17","124.17","124.17","-","-0.20%"
"Oct 25, 1982","124.42","124.42","124.42","124.42","-","0.82%"
"Oct 22, 1982","123.41","123.41","123.41","123.41","-","0.01%"
"Oct 21, 1982","123.40","123.40","123.40","123.40","-","0.27%"
"Oct 20, 1982","123.07","123.07","123.07","123.07","-","0.44%"
"Oct 19, 1982","122.53","122.53","122.53","122.53","-","-0.02%"
"Oct 18, 1982","122.55","122.55","122.55","122.55","-","-0.18%"
"Oct 15, 1982","122.77","122.77","122.77","122.77","-","0.09%"
"Oct 14, 1982","122.66","122.66","122.66","122.66","-","0.33%"
"Oct 13, 1982","122.26","122.26","122.26","122.26","-","0.85%"
"Oct 12, 1982","121.23","121.23","121.23","121.23","-","-1.39%"
"Oct 08, 1982","122.94","122.94","122.94","122.94","-","0.31%"
"Oct 07, 1982","122.56","122.56","122.56","122.56","-","-0.48%"
"Oct 06, 1982","123.15","123.15","123.15","123.15","-","-0.17%"
"Oct 05, 1982","123.36","123.36","123.36","123.36","-","-0.02%"
"Oct 04, 1982","123.38","123.38","123.38","123.38","-","1.02%"
"Oct 01, 1982","122.14","122.14","122.14","122.14","-","-0.05%"
"Sep 30, 1982","122.20","122.20","122.20","122.20","-","0.00%"
"Sep 29, 1982","122.20","122.20","122.20","122.20","-","-0.46%"
"Sep 28, 1982","122.76","122.76","122.76","122.76","-","0.11%"
"Sep 27, 1982","122.63","122.63","122.63","122.63","-","0.96%"
"Sep 24, 1982","121.46","121.46","121.46","121.46","-","0.20%"
"Sep 23, 1982","121.22","121.22","121.22","121.22","-","0.51%"
"Sep 22, 1982","120.60","120.60","120.60","120.60","-","-0.37%"
"Sep 21, 1982","121.05","121.05","121.05","121.05","-","0.09%"
"Sep 20, 1982","120.94","120.94","120.94","120.94","-","0.12%"
"Sep 17, 1982","120.79","120.79","120.79","120.79","-","-0.29%"
"Sep 16, 1982","121.14","121.14","121.14","121.14","-","-0.12%"
"Sep 15, 1982","121.28","121.28","121.28","121.28","-","0.07%"
"Sep 14, 1982","121.19","121.19","121.19","121.19","-","-0.22%"
"Sep 13, 1982","121.46","121.46","121.46","121.46","-","0.38%"
"Sep 10, 1982","121.00","121.00","121.00","121.00","-","0.99%"
"Sep 09, 1982","119.81","119.81","119.81","119.81","-","-0.25%"
"Sep 08, 1982","120.11","120.11","120.11","120.11","-","0.49%"
"Sep 07, 1982","119.52","119.52","119.52","119.52","-","-0.03%"
"Sep 03, 1982","119.55","119.55","119.55","119.55","-","0.65%"
"Sep 02, 1982","118.78","118.78","118.78","118.78","-","-1.04%"
"Sep 01, 1982","120.03","120.03","120.03","120.03","-","-0.22%"
"Aug 31, 1982","120.29","120.29","120.29","120.29","-","-0.31%"
"Aug 30, 1982","120.67","120.67","120.67","120.67","-","1.30%"
"Aug 27, 1982","119.12","119.12","119.12","119.12","-","1.13%"
"Aug 26, 1982","117.79","117.79","117.79","117.79","-","0.43%"
"Aug 25, 1982","117.29","117.29","117.29","117.29","-","0.29%"
"Aug 24, 1982","116.95","116.95","116.95","116.95","-","-1.22%"
"Aug 23, 1982","118.40","118.40","118.40","118.40","-","0.04%"
"Aug 20, 1982","118.35","118.35","118.35","118.35","-","-1.24%"
"Aug 19, 1982","119.83","119.83","119.83","119.83","-","0.15%"
"Aug 18, 1982","119.65","119.65","119.65","119.65","-","-0.94%"
"Aug 17, 1982","120.79","120.79","120.79","120.79","-","-0.44%"
"Aug 16, 1982","121.32","121.32","121.32","121.32","-","0.32%"
"Aug 13, 1982","120.93","120.93","120.93","120.93","-","-0.32%"
"Aug 12, 1982","121.32","121.32","121.32","121.32","-","-0.07%"
"Aug 11, 1982","121.41","121.41","121.41","121.41","-","0.21%"
"Aug 10, 1982","121.16","121.16","121.16","121.16","-","0.00%"
"Aug 09, 1982","121.16","121.16","121.16","121.16","-","0.77%"
"Aug 06, 1982","120.24","120.24","120.24","120.24","-","0.32%"
"Aug 05, 1982","119.86","119.86","119.86","119.86","-","0.05%"
"Aug 04, 1982","119.80","119.80","119.80","119.80","-","1.39%"
"Aug 03, 1982","118.16","118.16","118.16","118.16","-","0.31%"
"Aug 02, 1982","117.80","117.80","117.80","117.80","-","-1.05%"
"Jul 30, 1982","119.05","119.05","119.05","119.05","-","0.19%"
"Jul 29, 1982","118.82","118.82","118.82","118.82","-","0.41%"
"Jul 28, 1982","118.33","118.33","118.33","118.33","-","1.83%"
"Jul 27, 1982","116.20","116.20","116.20","116.20","-","-0.40%"
"Jul 26, 1982","116.67","116.67","116.67","116.67","-","0.47%"
"Jul 23, 1982","116.12","116.12","116.12","116.12","-","-1.27%"
"Jul 22, 1982","117.61","117.61","117.61","117.61","-","0.17%"
"Jul 21, 1982","117.41","117.41","117.41","117.41","-","-0.76%"
"Jul 20, 1982","118.31","118.31","118.31","118.31","-","-0.65%"
"Jul 19, 1982","119.09","119.09","119.09","119.09","-","-0.15%"
"Jul 16, 1982","119.27","119.27","119.27","119.27","-","-0.54%"
"Jul 15, 1982","119.92","119.92","119.92","119.92","-","-0.10%"
"Jul 14, 1982","120.04","120.04","120.04","120.04","-","-0.12%"
"Jul 13, 1982","120.18","120.18","120.18","120.18","-","0.81%"
"Jul 12, 1982","119.22","119.22","119.22","119.22","-","-0.62%"
"Jul 09, 1982","119.96","119.96","119.96","119.96","-","-0.91%"
"Jul 08, 1982","121.06","121.06","121.06","121.06","-","0.03%"
"Jul 07, 1982","121.02","121.02","121.02","121.02","-","0.71%"
"Jul 06, 1982","120.17","120.17","120.17","120.17","-","0.46%"
"Jul 02, 1982","119.62","119.62","119.62","119.62","-","0.24%"
"Jul 01, 1982","119.33","119.33","119.33","119.33","-","0.24%"
"Jun 30, 1982","119.04","119.04","119.04","119.04","-","-0.10%"
"Jun 29, 1982","119.16","119.16","119.16","119.16","-","-1.09%"
"Jun 28, 1982","120.47","120.47","120.47","120.47","-","0.30%"
"Jun 25, 1982","120.11","120.11","120.11","120.11","-","0.76%"
"Jun 24, 1982","119.20","119.20","119.20","119.20","-","-0.41%"
"Jun 23, 1982","119.69","119.69","119.69","119.69","-","0.69%"
"Jun 22, 1982","118.87","118.87","118.87","118.87","-","-0.79%"
"Jun 21, 1982","119.82","119.82","119.82","119.82","-","0.68%"
"Jun 18, 1982","119.01","119.01","119.01","119.01","-","0.44%"
"Jun 17, 1982","118.49","118.49","118.49","118.49","-","0.53%"
"Jun 16, 1982","117.87","117.87","117.87","117.87","-","0.54%"
"Jun 15, 1982","117.24","117.24","117.24","117.24","-","0.08%"
"Jun 14, 1982","117.15","117.15","117.15","117.15","-","1.83%"
"Jun 11, 1982","115.05","115.05","115.05","115.05","-","-0.39%"
"Jun 10, 1982","115.50","115.50","115.50","115.50","-","0.04%"
"Jun 09, 1982","115.45","115.45","115.45","115.45","-","0.62%"
"Jun 08, 1982","114.74","114.74","114.74","114.74","-","0.64%"
"Jun 07, 1982","114.01","114.01","114.01","114.01","-","0.56%"
"Jun 04, 1982","113.37","113.37","113.37","113.37","-","0.11%"
"Jun 03, 1982","113.25","113.25","113.25","113.25","-","-0.22%"
"Jun 02, 1982","113.50","113.50","113.50","113.50","-","-0.18%"
"Jun 01, 1982","113.71","113.71","113.71","113.71","-","0.82%"
"May 28, 1982","112.79","112.79","112.79","112.79","-","0.10%"
"May 27, 1982","112.68","112.68","112.68","112.68","-","0.79%"
"May 26, 1982","111.80","111.80","111.80","111.80","-","0.48%"
"May 25, 1982","111.27","111.27","111.27","111.27","-","0.43%"
"May 24, 1982","110.79","110.79","110.79","110.79","-","-0.23%"
